frase,risco_churn
Não recebemos retorno do chamado sobre o sistema Protheus nos últimos meses.,1
Nossa equipe está insatisfeita com o módulo de vendas no último trimestre.,1
A equipe comercial está muito satisfeita com a plataforma Fluig desde a última atualização.,0
A equipe de projetos está muito satisfeita com o módulo fiscal recentemente.,0
O setor de RH elogiou o desempenho de a plataforma há duas semanas.,0
O módulo de RH tem atendido bem nossas necessidades esse mês.,0
Tivemos perda de dados usando o módulo de vendas nos últimos dias.,1
A diretoria conseguiu automatizar processos importantes com o módulo de compras.,0
O sistema caiu duas vezes essa semana durante o horário comercial.,1
A diretoria elogiou o desempenho de o módulo de compras no último trimestre.,0
O setor de RH quer expandir o uso de o sistema Protheus para outros setores.,0
O setor de RH elogiou o desempenho de o módulo financeiro nos últimos meses.,0
Não recebemos retorno sobre o chamado aberto há duas semanas.,1
A equipe comercial está muito satisfeita com o módulo fiscal essa semana.,0
A equipe comercial elogiou o desempenho de o módulo fiscal no último trimestre.,0
Nosso time de TI elogiou o desempenho de o sistema de gestão há duas semanas.,0
O módulo fiscal apresentou instabilidade essa semana.,1
Não recebemos retorno do chamado sobre o ERP nos últimos meses.,1
Não recebemos retorno do chamado sobre a plataforma essa semana.,1
O time de suporte interno recomendaria o módulo de compras para outras empresas.,0
A equipe de operações elogiou o desempenho de o sistema nas últimas reuniões.,0
O módulo de RH apresentou instabilidade desde a última atualização.,1
Nossa gerência está insatisfeita com o ERP ao longo do ano.,1
Não recebemos retorno do chamado sobre o módulo financeiro esse mês.,1
O time financeiro está muito satisfeita com o sistema Protheus há duas semanas.,0
O time de logística está muito satisfeita com a plataforma Fluig nos últimos dias.,0
A equipe de projetos questiona se vale a pena continuar pagando por o módulo de estoque.,1
O módulo de compras apresentou lentidão constante esse mês.,1
O módulo de estoque apresentou instabilidade há duas semanas.,1
Nossa gerência conseguiu automatizar processos importantes com o módulo de estoque.,0
O módulo fiscal apresentou instabilidade há duas semanas.,1
Não tivemos nenhum problema com a solução da TOTVS nas últimas reuniões.,0
A equipe de compras está muito satisfeita com o módulo de vendas desde a última atualização.,0
A equipe comercial elogiou o desempenho de a solução da TOTVS esse mês.,0
O time financeiro está muito satisfeita com o módulo de RM nas últimas reuniões.,0
O time de suporte interno está animada com os novos recursos de o módulo de compras.,0
Nosso time de TI está muito satisfeita com o módulo de estoque essa semana.,0
Nosso time de TI está animada com os novos recursos de o módulo de vendas.,0
A equipe de compras conseguiu automatizar processos importantes com o sistema.,0
O time de logística está avaliando trocar o sistema por outra solução.,1
Nossa gerência questiona se vale a pena continuar pagando por o sistema Protheus.,1
O módulo de estoque se mostrou estável mesmo em períodos de pico há duas semanas.,0
A equipe de operações quer expandir o uso de o módulo de RM para outros setores.,0
A equipe de operações recomendaria o módulo de RH para outras empresas.,0
O módulo de vendas se mostrou estável mesmo em períodos de pico recentemente.,0
Não recebemos retorno do chamado sobre o sistema ao longo do ano.,1
A experiência com o módulo de RH tem sido muito positiva nos últimos dias.,0
O módulo de vendas apresentou lentidão constante ao longo do ano.,1
O time financeiro elogiou o desempenho de o sistema Protheus ao longo do ano.,0
A experiência com o módulo fiscal tem sido muito positiva esse mês.,0
A diretoria elogiou o desempenho de o sistema esse mês.,0
A equipe de compras está muito satisfeita com o sistema de gestão nos últimos meses.,0
Nossa gerência está insatisfeita com o sistema Protheus há duas semanas.,1
O time financeiro está animada com os novos recursos de o módulo de vendas.,0
O setor de RH conseguiu automatizar processos importantes com o módulo de compras.,0
O módulo de RM apresentou lentidão constante há duas semanas.,1
A equipe de projetos reclamou da demora do suporte sobre o módulo de RM desde a última atualização.,1
Tivemos perda de dados usando a solução da TOTVS ao longo do ano.,1
O setor de RH está animada com os novos recursos de o módulo de RM.,0
Nosso time de TI está muito satisfeita com o módulo de estoque nos últimos dias.,0
A experiência com o módulo fiscal tem sido muito positiva nos últimos meses.,0
Não tivemos nenhum problema com o módulo de vendas esse mês.,0
Nosso time de TI conseguiu automatizar processos importantes com o módulo de vendas.,0
A plataforma Fluig apresentou instabilidade nos últimos meses.,1
O módulo de compras apresentou instabilidade nos últimos meses.,1
A equipe de operações elogiou o desempenho de o módulo de estoque recentemente.,0
Tivemos perda de dados usando o módulo fiscal esse mês.,1
O time de logística elogiou o desempenho de o módulo de RH no último trimestre.,0
A equipe comercial está avaliando trocar o ERP por outra solução.,1
Nosso time de TI está muito satisfeita com a plataforma Fluig essa semana.,0
O time de logística elogiou o desempenho de a solução da TOTVS nos últimos meses.,0
A equipe de operações está muito satisfeita com o módulo de vendas recentemente.,0
Nosso time de TI está avaliando trocar o sistema Protheus por outra solução.,1
O time de logística está muito satisfeita com o módulo financeiro no último trimestre.,0
A plataforma se mostrou estável mesmo em períodos de pico há duas semanas.,0
Um concorrente ofereceu uma proposta melhor que o módulo de RM.,1
O módulo de vendas se mostrou estável mesmo em períodos de pico esse mês.,0
Tivemos perda de dados usando o sistema de gestão ao longo do ano.,1
O custo de o módulo de RM aumentou e a equipe comercial está reconsiderando o contrato.,1
Nossa equipe está insatisfeita com o módulo de compras nas últimas reuniões.,1
O time de logística está avaliando trocar o módulo de estoque por outra solução.,1
Não tivemos nenhum problema com o módulo de compras há duas semanas.,0
Tivemos perda de dados usando o módulo de RH recentemente.,1
Não recebemos retorno do chamado sobre o módulo de RM nas últimas reuniões.,1
O time de suporte interno elogiou o desempenho de a plataforma recentemente.,0
O módulo financeiro tem atendido bem nossas necessidades esse mês.,0
O sistema Protheus se mostrou estável mesmo em períodos de pico recentemente.,0
O time de logística reclamou da demora do suporte sobre o sistema há duas semanas.,1
Nossa equipe conseguiu automatizar processos importantes com o ERP.,0
Nossa equipe está insatisfeita com o módulo de RM ao longo do ano.,1
A plataforma apresentou lentidão constante ao longo do ano.,1
O time de logística está pensando em migrar para outra plataforma.,1
Nossa equipe quer expandir o uso de o módulo de RH para outros setores.,0
A experiência com o módulo de RH tem sido muito positiva nas últimas reuniões.,0
A diretoria questiona se vale a pena continuar pagando por o módulo de compras.,1
Nossa equipe conseguiu automatizar processos importantes com o sistema.,0
A equipe de operações está muito satisfeita com o módulo de compras há duas semanas.,0
Nossa equipe elogiou o desempenho de o sistema de gestão ao longo do ano.,0
Tivemos perda de dados usando a solução da TOTVS há duas semanas.,1
O módulo de RH apresentou lentidão constante ao longo do ano.,1
O time financeiro elogiou o desempenho de o módulo de RH nos últimos dias.,0
O time de logística está muito satisfeita com a plataforma esse mês.,0
Nossa equipe quer expandir o uso de o módulo de RM para outros setores.,0
Um concorrente nos apresentou uma proposta mais em conta.,1
A diretoria questiona se vale a pena continuar pagando por o sistema.,1
A equipe comercial elogiou o desempenho de o sistema ao longo do ano.,0
A diretoria está avaliando trocar o sistema de gestão por outra solução.,1
O setor de RH está muito satisfeita com a plataforma Fluig essa semana.,0
A equipe de compras está muito satisfeita com o módulo de compras nos últimos dias.,0
O módulo fiscal se mostrou estável mesmo em períodos de pico no último trimestre.,0
A plataforma Fluig se mostrou estável mesmo em períodos de pico nas últimas reuniões.,0
O time de suporte interno conseguiu automatizar processos importantes com o ERP.,0
O custo de o módulo de estoque aumentou e a diretoria está reconsiderando o contrato.,1
Nossa equipe está frustrada com a complexidade de o sistema de gestão.,1
O time financeiro elogiou o desempenho de o ERP desde a última atualização.,0
A experiência com o módulo de vendas tem sido muito positiva recentemente.,0
A equipe de projetos está animada com os novos recursos de o módulo de compras.,0
O módulo de vendas tem atendido bem nossas necessidades essa semana.,0
O time de logística questiona se vale a pena continuar pagando por a plataforma.,1
A experiência com o módulo de RM tem sido muito positiva nas últimas reuniões.,0
O custo de o módulo fiscal aumentou e o time financeiro está reconsiderando o contrato.,1
Não tivemos nenhum problema com o módulo de RM desde a última atualização.,0
A equipe de projetos quer expandir o uso de o módulo de vendas para outros setores.,0
Nosso time de TI está animada com os novos recursos de o módulo de compras.,0
A equipe de projetos está muito satisfeita com o sistema essa semana.,0
Não tivemos nenhum problema com o sistema Protheus nos últimos dias.,0
O time de logística está insatisfeita com o ERP nas últimas reuniões.,1
A experiência com o módulo de RH tem sido muito positiva no último trimestre.,0
A equipe de projetos elogiou o desempenho de o sistema de gestão nos últimos dias.,0
A equipe de compras elogiou o desempenho de o módulo de vendas ao longo do ano.,0
O time de suporte interno está insatisfeita com o módulo de compras essa semana.,1
